"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,110506,2019000250063,23994.0,2019001105061,670506,1,2,15944.4,1,1,1,28,1,7,700,1,100,6,63,1,10,75000,1,11
2019,201901,110661,2019000251532,18730.8,2019001106611,590806,1,2,15944.4,2,0,2,51,1,1,100,1,100,2,23,1,10,20000,1,11
2019,201901,110816,2019000253086,14551.2,2019001108161,770106,1,1,14551.2,3,0,1,42,1,8,802,1,100,2,23,1,10,30000,1,11
2019,201901,110971,2019000254728,12074.4,2019001109711,330006,1,1,12229.2,2,0,2,39,1,1,100,0,0,11,114,1,10,55000,1,11
2019,201901,110971,2019000254728,12074.4,2019001109711,330006,1,2,10681.2,2,0,1,43,1,1,100,0,0,6,63,1,10,60000,1,11
2019,201901,111590,2019000261147,27244.8,2019001115901,590106,1,1,27244.8,1,0,2,44,4,8,813,0,0,6,64,1,10,82000,1,11
2019,201901,111745,2019000262602,3870.0,2019001117451,732206,1,1,4024.8,0,0,1,57,1,1,100,0,0,10,101,1,10,148000,1,11
2019,201901,111899,2019000264251,5108.4,2019001118991,376706,1,2,4644.0,0,0,1,52,1,1,100,1,100,6,61,1,10,25000,1,11
2019,201901,112209,2019000267200,7585.2,2019001122091,373506,1,2,9442.8,1,1,1,38,1,1,100,0,0,8,81,1,10,130000,1,11
2019,201901,112364,2019000268816,7430.4,2019001123641,372706,1,2,7275.6,0,0,1,62,1,1,100,0,0,11,115,1,10,125000,1,11
2019,201901,112673,2019000271824,9133.2,2019001126731,375806,1,1,9133.2,2,1,1,32,1,1,100,4,416,7,71,1,10,0,1,11
2019,201901,112673,2019000271824,9133.2,2019001126731,375806,1,2,10836.0,2,1,2,28,1,1,100,4,416,8,81,1,10,7500,1,11
2019,201901,112828,2019000273486,10681.2,2019001128281,130606,1,1,10836.0,1,0,2,50,1,1,100,0,0,10,101,1,10,160000,1,11
2019,201901,112828,2019000273486,10681.2,2019001128281,130606,1,2,10990.8,1,0,1,50,1,1,100,0,0,6,65,1,10,85000,2,20
2019,201901,113447,2019000280118,60217.2,2019001134471,670606,1,1,60062.4,2,0,2,29,1,1,100,1,100,6,65,1,10,48000,1,11
2019,201901,113447,2019000280118,60217.2,2019001134471,670606,1,2,47833.2,2,0,1,34,1,1,100,0,0,6,63,1,10,65000,1,11
2019,201901,113602,2019000281653,16873.2,2019001136021,375006,1,1,16873.2,0,0,2,56,4,2,200,0,0,8,81,1,10,75000,1,11
2019,201901,113757,2019000282992,8668.8,2019001137571,375406,1,1,8668.8,2,2,2,38,1,1,100,0,0,11,114,1,10,99000,1,11
2019,201901,113757,2019000282992,8668.8,2019001137571,375406,1,2,7740.0,2,2,1,36,1,1,100,0,0,11,116,1,10,142000,1,11
2019,201901,113757,2019000282992,8668.8,2019001137571,375406,1,5,12693.6,0,0,2,29,6,1,100,0,0,7,71,1,10,18300,1,11
2019,201901,114067,2019000286487,8823.6,2019001140671,372506,1,1,8978.4,0,0,1,54,6,1,100,0,0,10,101,1,10,38000,1,11
2019,201901,114221,2019000288252,16563.6,2019001142211,372806,1,2,26316.0,0,0,1,36,6,1,100,0,0,10,101,1,10,17500,1,11
2019,201901,114376,2019000290011,5263.2,2019001143761,830306,1,3,17182.8,0,0,1,19,6,1,100,0,0,6,63,1,10,7000,1,11
2019,201901,114531,2019000291684,76780.8,2019001145311,230006,1,1,76780.8,0,0,2,27,6,3,362,0,0,7,71,1,10,45000,1,11
2019,201901,114686,2019000293601,5727.6,2019001146861,650406,1,4,9752.4,0,0,2,34,5,1,100,1,100,5,50,1,10,31500,1,11
2019,201901,114841,2019000295336,2631.6,2019001148411,650206,1,1,2631.6,0,0,1,60,4,1,100,0,0,7,71,1,10,55000,1,11
2019,201901,115150,2019000298692,12074.4,2019001151501,370506,1,1,12074.4,0,0,1,27,6,2,200,0,0,10,101,1,10,25000,1,11
2019,201901,115305,2019000300387,10216.8,2019001153051,10506,1,1,10216.8,2,0,2,45,1,1,100,0,0,10,101,1,10,108000,1,11
2019,201901,115305,2019000300387,10216.8,2019001153051,10506,1,2,13158.0,2,0,1,40,1,1,100,0,0,10,101,1,10,571000,1,11
2019,201901,115460,2019000301825,7430.4,2019001154601,371706,1,1,7430.4,1,0,2,41,1,1,100,0,0,10,101,1,10,50000,1,11
2019,201901,115460,2019000301825,7430.4,2019001154601,371706,1,2,7740.0,1,0,1,44,1,1,100,0,0,10,101,1,10,170000,1,11
2019,201901,115615,2019000303670,8668.8,2019001156151,374306,1,1,8668.8,3,0,2,38,6,7,700,1,100,6,61,1,10,15000,1,11
2019,201901,115615,2019000303670,8668.8,2019001156151,374306,1,2,9133.2,3,0,1,38,6,7,700,1,100,2,23,1,10,60000,1,11
2019,201901,115615,2019000303670,8668.8,2019001156151,374306,1,6,11145.6,0,0,2,65,2,7,700,1,100,6,63,1,10,25000,1,11
2019,201901,115615,2019000303670,8668.8,2019001156151,374306,1,9,11455.2,0,0,2,42,6,7,700,1,100,6,61,1,10,10000,1,11
2019,201901,115769,2019000305354,65790.0,2019001157691,190106,1,1,65790.0,2,0,1,50,4,1,100,1,100,6,65,1,10,80000,1,11
2019,201901,115769,2019000305354,65790.0,2019001157691,190106,1,3,72601.2,1,1,2,21,6,1,100,1,100,6,63,1,10,15000,1,11
2019,201901,115924,2019000306910,10062.0,2019001159241,530306,1,1,10062.0,5,2,1,53,1,1,100,0,0,11,114,1,10,571000,1,11
2019,201901,115924,2019000306910,10062.0,2019001159241,530306,1,2,8359.2,5,2,2,56,1,1,100,0,0,7,71,1,10,16000,1,11
2019,201901,115924,2019000306910,10062.0,2019001159241,530306,1,5,11610.0,0,0,1,30,6,1,100,0,0,6,63,1,10,26000,1,11
2019,201901,116234,2019000310419,11919.6,2019001162341,671206,1,2,12693.6,2,0,1,62,6,1,100,4,422,11,114,1,10,63000,1,11
2019,201901,116543,2019000313960,90093.6,2019001165431,850306,1,1,90093.6,2,0,2,45,1,6,690,0,0,8,81,1,10,139000,1,11
2019,201901,116543,2019000313960,90093.6,2019001165431,850306,1,2,37771.2,2,0,1,51,1,6,690,0,0,10,101,1,10,110000,1,11
2019,201901,116543,2019000313960,90093.6,2019001165431,850306,1,3,46285.2,0,0,2,24,6,6,690,0,0,7,71,1,10,50000,1,11
2019,201901,116543,2019000313960,90093.6,2019001165431,850306,1,4,46285.2,0,0,2,22,6,6,690,0,0,6,65,1,10,5000,1,11
2019,201901,116698,2019000315531,33746.4,2019001166981,710706,1,2,41796.0,4,0,1,39,1,7,700,4,416,6,65,1,10,16000,1,11
2019,201901,116698,2019000315531,33746.4,2019001166981,710706,1,3,36068.4,0,0,1,21,6,7,700,4,416,5,50,1,10,40000,1,11
2019,201901,116698,2019000315531,33746.4,2019001166981,710706,1,4,47059.2,0,0,1,18,6,7,700,4,416,6,63,1,10,24000,1,11
2019,201901,116853,2019000317243,19814.4,2019001168531,651306,1,2,21052.8,2,0,2,56,1,1,100,4,411,6,63,1,10,24000,1,11
2019,201901,117008,2019000318867,5108.4,2019001170081,390006,1,1,5108.4,0,0,1,56,1,1,100,0,0,6,65,1,12,0,2,20
2019,201901,117008,2019000318867,5108.4,2019001170081,390006,1,2,20278.8,0,0,2,46,1,1,100,0,0,6,63,1,10,43000,1,11
2019,201901,117163,2019000320618,5263.2,2019001171631,950106,1,1,5263.2,0,0,1,27,6,1,100,0,0,6,65,1,10,90000,1,11
2019,201901,117163,2019000320618,5263.2,2019001171631,950106,1,2,4489.2,0,0,2,23,6,1,100,0,0,8,81,1,10,82000,1,11
2019,201901,117317,2019000322258,7894.8,2019001173171,10206,1,1,7740.0,0,0,1,62,1,1,100,0,0,10,101,1,12,18000,1,11
2019,201901,117782,2019000327118,22136.4,2019001177821,731006,1,1,21981.6,0,0,1,31,1,1,100,0,0,10,101,1,10,75000,1,11
2019,201901,117782,2019000327118,22136.4,2019001177821,731006,1,2,20433.6,0,0,2,33,1,4,400,0,0,10,101,1,10,75000,1,11
2019,201901,117937,2019000328756,16563.6,2019001179371,70106,1,1,16563.6,2,0,2,57,5,5,500,0,0,7,71,1,10,26000,1,11
2019,201901,117937,2019000328756,16563.6,2019001179371,70106,1,2,24148.8,0,0,1,24,6,5,500,1,100,10,101,1,10,24000,1,11
2019,201901,117937,2019000328756,16563.6,2019001179371,70106,1,3,24148.8,0,0,1,21,6,5,500,1,100,7,71,1,10,4000,1,11
2019,201901,118091,2019000330262,10836.0,2019001180911,373406,1,1,10681.2,0,0,1,34,2,6,610,0,0,7,71,1,10,20000,1,11
2019,201901,118091,2019000330262,10836.0,2019001180911,373406,1,2,14396.4,0,0,1,37,6,7,700,1,100,6,65,1,10,20000,1,11
2019,201901,118246,2019000331813,37306.8,2019001182461,374706,1,3,34520.4,0,0,1,20,6,2,200,0,0,7,71,1,10,7200,1,11
2019,201901,118401,2019000333656,11764.8,2019001184011,190506,1,1,11764.8,0,0,1,45,1,1,100,1,100,1,17,1,12,24900,1,11
2019,201901,118711,2019000336527,4798.8,2019001187111,711106,1,2,5882.4,0,0,1,63,1,1,100,0,0,10,101,1,10,215000,1,11
2019,201901,119020,2019000339699,24303.6,2019001190201,374506,1,1,24303.6,3,0,2,32,3,7,700,1,100,2,23,1,10,19000,1,11
2019,201901,119020,2019000339699,24303.6,2019001190201,374506,1,2,23374.8,3,0,1,32,6,7,700,4,412,3,30,1,10,70000,1,11
2019,201901,119020,2019000339699,24303.6,2019001190201,374506,1,6,28638.0,0,0,2,60,4,7,700,1,100,2,23,1,10,13000,1,11
2019,201901,119175,2019000341377,10681.2,2019001191751,851106,1,1,10836.0,0,0,2,36,6,6,620,0,0,11,116,1,10,106000,1,11
2019,201901,119175,2019000341377,10681.2,2019001191751,851106,1,2,14551.2,0,0,2,35,6,1,100,0,0,11,115,1,10,100000,1,11
2019,201901,119485,2019000344534,6501.6,2019001194851,810506,1,1,6656.4,0,0,1,36,6,1,100,0,0,10,101,1,10,158000,2,20
2019,201901,119485,2019000344534,6501.6,2019001194851,810506,1,2,8049.6,0,0,1,36,6,1,100,0,0,8,81,1,10,160000,2,20
2019,201901,119639,2019000346256,19814.4,2019001196391,731406,1,1,19969.2,0,0,1,54,6,1,100,0,0,7,71,1,10,124000,1,11
2019,201901,119794,2019000347647,19195.2,2019001197941,371906,1,1,19040.4,1,0,1,59,1,1,100,0,0,10,101,1,10,12000,1,11
2019,201901,119794,2019000347647,19195.2,2019001197941,371906,1,3,22600.8,0,0,2,32,6,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,120104,2019000350997,5108.4,2019001201041,650806,1,1,5108.4,0,0,2,45,6,2,200,0,0,11,114,1,10,62000,1,11
2019,201901,120568,2019000356161,6346.8,2019001205681,371006,1,1,6501.6,1,0,1,51,1,6,640,0,0,10,101,1,10,100000,1,11
2019,201901,120878,2019000359419,22910.4,2019001208781,610106,1,1,22755.6,1,0,1,65,1,1,100,0,0,11,114,1,10,0,1,11
2019,201901,121187,2019000362598,12384.0,2019001211871,670206,1,2,9133.2,0,0,1,28,1,7,700,1,100,4,40,1,10,64000,1,11
2019,201901,121497,2019000365775,11764.8,2019001214971,370906,1,2,14086.8,2,0,2,61,1,6,600,0,0,10,101,1,10,53000,1,11
2019,201901,121497,2019000365775,11764.8,2019001214971,370906,1,3,13932.0,0,0,1,26,6,6,600,0,0,10,101,1,10,29400,1,11
2019,201901,121497,2019000365775,11764.8,2019001214971,370906,1,4,14241.6,0,0,2,23,6,6,600,0,0,10,101,1,10,26500,1,11
2019,201901,121652,2019000367328,31114.8,2019001216521,590806,1,2,34365.6,0,0,2,54,1,1,100,0,0,6,63,1,10,90000,1,11
2019,201901,121807,2019000368962,21362.4,2019001218071,710306,1,1,21362.4,0,0,2,45,4,1,100,0,0,8,81,1,10,38000,1,11
2019,201901,121961,2019000370474,8823.6,2019001219611,371306,1,2,7740.0,1,0,2,57,1,4,400,0,0,6,63,1,10,150000,1,11
2019,201901,122426,2019000375556,15789.6,2019001224261,591706,1,1,15789.6,1,0,2,62,1,7,700,1,100,7,71,1,10,60000,1,11
2019,201901,122426,2019000375556,15789.6,2019001224261,591706,1,3,17492.4,0,0,1,24,6,7,700,1,100,7,71,1,10,17000,1,11
2019,201901,122581,2019000377073,8978.4,2019001225811,373006,1,1,8978.4,0,0,2,42,6,1,100,0,0,6,65,1,10,29000,1,11
2019,201901,122735,2019000378939,7585.2,2019001227351,851006,1,3,17492.4,0,0,1,32,6,1,100,0,0,6,65,1,10,134000,1,11
2019,201901,123200,2019000383311,12693.6,2019001232001,950106,1,2,14241.6,0,0,2,64,1,6,600,0,0,10,101,1,10,80000,1,11
2019,201901,123355,2019000385127,56037.6,2019001233551,1070206,1,1,56037.6,3,0,2,37,6,1,100,0,0,6,63,1,10,15000,1,11
2019,201901,123355,2019000385127,56037.6,2019001233551,1070206,1,2,45046.8,0,0,1,20,6,1,100,1,100,6,65,1,10,5000,1,11
2019,201901,123509,2019000386669,11764.8,2019001235091,590106,1,1,11764.8,1,0,1,64,1,1,100,0,0,10,101,1,10,290000,1,11
2019,201901,123509,2019000386669,11764.8,2019001235091,590106,1,3,11300.4,0,0,1,30,6,1,100,0,0,6,65,1,10,0,1,11
2019,201901,123664,2019000388293,6966.0,2019001236641,591706,1,1,6966.0,0,0,1,48,1,7,700,1,100,6,61,1,10,0,1,11
2019,201901,123664,2019000388293,6966.0,2019001236641,591706,1,2,6192.0,0,0,2,44,1,7,700,1,100,10,101,1,10,47000,1,11
2019,201901,123819,2019000390028,37771.2,2019001238191,591806,1,2,41331.6,2,0,1,49,1,1,100,0,0,7,71,1,10,571000,1,11
2019,201901,123974,2019000391792,10371.6,2019001239741,750106,1,2,9597.6,0,0,2,60,1,4,400,0,0,10,101,1,10,60000,1,11
2019,201901,124129,2019000393366,64861.2,2019001241291,374406,1,1,64706.4,0,0,2,27,6,2,200,0,0,8,81,1,10,30000,1,11
2019,201901,124129,2019000393366,64861.2,2019001241291,374406,1,2,63468.0,0,0,2,25,6,2,200,0,0,10,101,1,10,30000,1,11
2019,201901,124283,2019000394901,5572.8,2019001242831,711306,1,2,5572.8,0,0,1,65,1,1,100,1,100,6,63,1,10,65000,1,11
2019,201901,124438,2019000396384,8514.0,2019001244381,10206,1,1,8514.0,1,1,1,33,1,6,610,0,0,11,114,1,10,141000,1,11
2019,201901,124438,2019000396384,8514.0,2019001244381,10206,1,2,11145.6,1,1,2,33,1,6,610,0,0,11,114,1,10,160000,1,11
2019,201901,124593,2019000397784,12229.2,2019001245931,610106,1,1,12074.4,1,0,2,58,1,1,100,1,100,6,65,1,10,0,1,11
2019,201901,124593,2019000397784,12229.2,2019001245931,610106,1,3,19659.6,0,0,1,29,6,1,100,1,100,6,61,1,10,20000,1,11
2019,201901,124593,2019000397784,12229.2,2019001245931,610106,1,4,12384.0,1,0,1,48,4,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,124593,2019000397784,12229.2,2019001245931,610106,1,5,13777.2,0,0,1,29,6,1,100,0,0,6,64,1,10,15800,1,11
2019,201901,124593,2019000397784,12229.2,2019001245931,610106,1,6,8668.8,0,0,1,22,6,1,100,0,0,10,101,1,10,14400,1,11
2019,201901,124903,2019000401008,8668.8,2019001249031,790106,1,4,13932.0,0,0,1,21,6,1,100,0,0,7,71,1,10,15000,1,11
2019,201901,125057,2019000402778,12074.4,2019001250571,374806,1,1,12074.4,0,0,2,30,6,1,100,0,0,10,101,1,10,80000,1,11
2019,201901,125212,2019000404293,6966.0,2019001252121,230006,1,2,13312.8,3,0,2,45,1,3,362,0,0,6,65,1,10,26000,1,11
2019,201901,125212,2019000404293,6966.0,2019001252121,230006,1,3,10990.8,0,0,1,21,6,3,362,0,0,6,63,1,10,29000,1,11
2019,201901,125831,2019000410689,6346.8,2019001258311,374306,1,1,6346.8,0,0,1,38,4,1,100,1,100,6,65,1,10,75000,1,11
2019,201901,126141,2019000413990,15015.6,2019001261411,591506,1,1,15015.6,3,0,2,39,1,1,100,0,0,11,114,1,10,110000,1,11
2019,201901,126605,2019000418962,52322.4,2019001266051,970106,1,2,54180.0,0,0,1,64,1,1,100,0,0,7,71,1,10,110000,1,11
2019,201901,126760,2019000420582,8514.0,2019001267601,376606,1,1,8514.0,0,0,1,48,4,1,100,0,0,8,81,1,10,0,1,13
2019,201901,126760,2019000420582,8514.0,2019001267601,376606,1,2,7585.2,0,0,2,47,6,8,813,0,0,6,65,1,10,36300,1,11
2019,201901,126915,2019000422117,10062.0,2019001269151,730506,1,2,10062.0,0,0,1,63,1,1,100,0,0,8,81,1,10,18000,1,11
2019,201901,127070,2019000423698,20278.8,2019001270701,711106,1,1,20278.8,1,1,1,39,1,4,400,0,0,11,114,1,10,571000,1,11
2019,201901,127070,2019000423698,20278.8,2019001270701,711106,1,2,28638.0,1,1,2,39,1,4,400,0,0,11,114,1,10,250000,1,11
2019,201901,127225,2019000425303,18421.2,2019001272251,610206,1,1,18421.2,4,0,1,46,1,4,400,0,0,11,114,1,10,70000,1,11
2019,201901,127225,2019000425303,18421.2,2019001272251,610206,1,2,9907.2,4,0,2,47,1,4,400,0,0,11,114,1,10,135000,1,11
2019,201901,127379,2019000426836,10371.6,2019001273791,770306,1,1,10526.4,0,0,1,65,4,1,100,0,0,10,101,1,10,120000,1,11
2019,201901,127689,2019000430198,4953.6,2019001276891,371706,1,1,4953.6,0,0,2,64,1,1,100,0,0,10,101,1,12,153000,1,11
2019,201901,127689,2019000430198,4953.6,2019001276891,371706,1,3,8049.6,0,0,1,34,2,1,100,0,0,11,116,1,10,100000,1,11
2019,201901,127999,2019000433400,13312.8,2019001279991,750306,1,1,13467.6,0,0,2,41,2,1,100,4,450,11,114,1,10,80000,1,11
2019,201901,128153,2019000434849,13003.2,2019001281531,590906,1,1,13003.2,1,0,2,61,1,1,100,0,0,6,65,1,12,47000,1,11
2019,201901,128153,2019000434849,13003.2,2019001281531,590906,1,3,21981.6,0,0,1,36,6,1,100,0,0,6,63,1,10,0,1,11
2019,201901,128308,2019000436358,26316.0,2019001283081,375106,1,1,26161.2,3,1,1,38,1,8,801,1,100,6,63,1,10,60000,1,11
2019,201901,128463,2019000437707,8359.2,2019001284631,730406,1,1,8204.4,0,0,2,24,1,1,100,0,0,10,101,1,10,571000,1,11
2019,201901,128463,2019000437707,8359.2,2019001284631,730406,1,2,9442.8,0,0,1,24,1,1,100,0,0,10,101,1,10,87000,1,11
2019,201901,129082,2019000444444,12074.4,2019001290821,750706,1,1,12074.4,0,0,1,48,1,1,100,1,100,7,71,1,10,75000,1,11
2019,201901,129082,2019000444444,12074.4,2019001290821,750706,1,2,9907.2,0,0,1,52,1,1,100,0,0,7,71,1,10,78000,1,11
2019,201901,129701,2019000450931,8823.6,2019001297011,711106,1,2,13003.2,0,0,1,23,6,2,200,0,0,7,71,1,10,12000,1,11
2019,201901,129856,2019000452766,4489.2,2019001298561,374406,1,1,4489.2,0,0,1,28,6,1,100,1,100,10,101,1,10,35000,1,11
2019,201901,129856,2019000452766,4489.2,2019001298561,374406,1,2,5108.4,0,0,1,35,6,1,100,1,100,7,71,1,10,52000,1,11
2019,201901,130011,2019000454379,12074.4,2019001300111,731006,1,2,11300.4,4,0,1,52,1,1,100,0,0,10,101,1,10,571000,1,11
2019,201901,130166,2019000456101,7740.0,2019001301661,10706,1,2,6192.0,1,0,1,61,1,7,700,4,416,6,63,1,10,90000,1,11
2019,201901,130166,2019000456101,7740.0,2019001301661,10706,1,3,5108.4,0,0,1,24,6,7,700,0,0,10,101,1,10,52000,1,11
2019,201901,130321,2019000457915,8359.2,2019001303211,750306,1,1,8359.2,0,0,2,31,6,1,100,0,0,11,114,1,10,42200,1,11
2019,201901,130321,2019000457915,8359.2,2019001303211,750306,1,2,9442.8,0,0,2,30,6,6,610,0,0,11,114,1,10,20000,1,11
2019,201901,130475,2019000459451,10836.0,2019001304751,374906,1,2,10836.0,1,0,2,58,1,1,100,0,0,0,2,1,10,0,1,11
2019,201901,130475,2019000459451,10836.0,2019001304751,374906,1,3,10681.2,1,0,1,51,1,1,100,4,416,6,63,1,10,25000,1,11
2019,201901,130785,2019000462654,13467.6,2019001307851,651406,1,1,13467.6,2,0,1,36,1,1,100,0,0,10,101,1,10,85000,1,11
2019,201901,130785,2019000462654,13467.6,2019001307851,651406,1,2,13622.4,2,0,2,36,1,1,100,0,0,11,114,1,10,95000,1,11
2019,201901,131095,2019000466151,54644.4,2019001310951,711406,1,1,54644.4,0,0,1,65,1,1,100,0,0,6,63,1,10,52000,1,11
2019,201901,131249,2019000467600,30650.4,2019001312491,591506,1,1,30495.6,2,1,1,36,1,1,100,0,0,11,115,1,10,219000,1,11
2019,201901,131559,2019000470917,10062.0,2019001315591,591306,1,1,10062.0,3,0,1,49,1,6,640,0,0,6,65,1,10,55000,1,11
2019,201901,131559,2019000470917,10062.0,2019001315591,591306,1,2,9907.2,3,0,2,47,1,6,640,0,0,6,63,1,10,7000,1,11
2019,201901,131559,2019000470917,10062.0,2019001315591,591306,1,4,8359.2,0,0,1,20,6,6,640,0,0,7,71,1,10,12000,1,11
2019,201901,131869,2019000474146,20898.0,2019001318691,990306,1,2,22755.6,0,0,2,56,1,1,100,1,100,6,65,1,10,14300,1,11
2019,201901,132023,2019000475915,9752.4,2019001320231,130206,1,2,10681.2,0,0,1,28,6,5,500,0,0,10,101,1,10,50000,1,11
2019,201901,132023,2019000475915,9752.4,2019001320231,130206,1,3,10681.2,0,0,1,26,6,5,500,0,0,10,101,1,10,58000,1,11
2019,201901,132178,2019000477673,9597.6,2019001321781,750606,1,1,9597.6,1,0,2,62,1,4,400,0,0,6,61,1,10,30000,1,11
2019,201901,132178,2019000477673,9597.6,2019001321781,750606,1,3,12074.4,0,0,2,34,1,4,400,0,0,10,101,1,10,99000,1,11
2019,201901,132178,2019000477673,9597.6,2019001321781,750606,1,4,17028.0,0,0,1,34,1,4,400,0,0,8,81,1,10,35000,1,11
2019,201901,132333,2019000479221,17492.4,2019001323331,375006,1,1,17492.4,0,0,1,57,3,7,700,4,416,0,2,1,10,29000,1,11
2019,201901,132488,2019000481013,15789.6,2019001324881,710706,1,1,15789.6,0,0,2,39,6,9,921,0,0,6,63,1,10,45000,1,11
2019,201901,132643,2019000482670,19814.4,2019001326431,670306,1,1,19814.4,0,0,2,30,1,1,100,0,0,11,115,1,10,55000,1,11
2019,201901,132643,2019000482670,19814.4,2019001326431,670306,1,2,20898.0,0,0,1,32,1,1,100,1,100,7,71,1,10,50000,1,11
2019,201901,132797,2019000484308,18266.4,2019001327971,373506,1,1,18266.4,1,0,1,59,1,7,700,1,100,2,23,1,10,40000,1,11
2019,201901,132797,2019000484308,18266.4,2019001327971,373506,1,3,23529.6,3,1,2,32,1,7,700,1,100,6,63,1,10,23000,1,11
2019,201901,132797,2019000484308,18266.4,2019001327971,373506,1,7,23529.6,3,1,1,24,1,7,700,4,460,3,30,1,10,11000,1,11
2019,201901,132952,2019000485799,12074.4,2019001329521,1110606,1,1,12074.4,2,0,2,35,6,1,100,1,100,7,71,1,10,54000,1,11
2019,201901,132952,2019000485799,12074.4,2019001329521,1110606,1,2,12848.4,2,0,1,37,6,1,100,1,100,7,71,1,10,75000,1,11
2019,201901,133107,2019000487378,10371.6,2019001331071,730206,1,1,10371.6,0,0,2,39,4,1,100,0,0,11,114,1,10,225000,1,11
2019,201901,133107,2019000487378,10371.6,2019001331071,730206,1,2,13777.2,0,0,1,31,6,1,100,0,0,6,64,1,10,90000,1,11
2019,201901,133262,2019000488914,11455.2,2019001332621,373306,1,1,11455.2,0,0,1,58,1,6,620,0,0,11,114,1,10,65000,1,11
2019,201901,133262,2019000488914,11455.2,2019001332621,373306,1,2,12693.6,0,0,2,56,1,6,620,0,0,11,114,1,10,30000,1,11
2019,201901,133417,2019000490506,14860.8,2019001334171,610206,1,1,14860.8,1,0,2,54,2,1,100,1,100,6,63,1,10,67000,1,11
2019,201901,133417,2019000490506,14860.8,2019001334171,610206,1,2,19195.2,0,0,2,30,6,1,100,4,498,6,64,1,10,11500,1,11
2019,201901,133571,2019000492070,5263.2,2019001335711,373406,1,2,5882.4,1,0,1,50,1,7,700,1,100,3,30,1,10,24000,1,11
2019,201901,133881,2019000495518,9752.4,2019001338811,550006,1,1,9752.4,2,1,1,23,6,7,700,1,100,0,2,1,10,48000,1,11
2019,201901,133881,2019000495518,9752.4,2019001338811,550006,1,2,15789.6,2,1,2,44,4,7,700,4,498,7,71,1,10,27000,1,11
2019,201901,133881,2019000495518,9752.4,2019001338811,550006,1,5,19350.0,0,0,1,45,6,7,700,4,498,6,65,1,10,40000,1,11
2019,201901,134036,2019000497095,18730.8,2019001340361,373006,1,1,18730.8,0,0,2,32,1,4,400,0,0,11,115,1,10,71000,1,11
2019,201901,134036,2019000497095,18730.8,2019001340361,373006,1,2,17337.6,0,0,1,32,1,4,400,0,0,11,115,1,10,153000,1,11
2019,201901,134345,2019000500063,22910.4,2019001343451,375506,1,1,22910.4,3,0,2,52,6,2,200,0,0,8,81,1,10,21800,1,11
2019,201901,134345,2019000500063,22910.4,2019001343451,375506,1,2,32043.6,0,0,2,27,6,2,200,0,0,10,101,1,10,30000,1,11
2019,201901,134345,2019000500063,22910.4,2019001343451,375506,1,3,32198.4,0,0,2,26,6,2,200,0,0,10,101,1,10,27000,1,11
2019,201901,134345,2019000500063,22910.4,2019001343451,375506,1,4,28328.4,0,0,2,20,6,2,200,0,0,7,71,1,10,10300,1,11
2019,201901,134345,2019000500063,22910.4,2019001343451,375506,1,5,32508.0,0,0,2,32,6,2,200,0,0,10,101,1,10,57000,1,11
2019,201901,134500,2019000501739,15170.4,2019001345001,950206,1,1,15170.4,1,0,1,41,1,6,600,0,0,7,71,1,10,150000,1,11
2019,201901,134500,2019000501739,15170.4,2019001345001,950206,1,2,14241.6,1,0,2,42,1,6,600,0,0,8,81,1,10,3000,1,11
2019,201901,134810,2019000505031,13622.4,2019001348101,372906,1,1,13622.4,0,0,1,39,6,1,100,0,0,10,101,1,10,155000,1,11
2019,201901,134965,2019000506640,15325.2,2019001349651,651306,1,2,31888.8,0,0,2,48,1,2,200,0,0,6,63,1,10,16000,1,11
2019,201901,134965,2019000506640,15325.2,2019001349651,651306,1,3,36532.8,0,0,1,38,6,2,200,0,0,10,101,1,10,62000,1,11
2019,201901,134965,2019000506640,15325.2,2019001349651,651306,1,4,36378.0,0,0,1,42,1,2,200,0,0,6,65,1,10,12000,1,11
2019,201901,135274,2019000509573,18266.4,2019001352741,376506,1,1,18266.4,3,0,2,34,1,1,100,1,100,10,101,1,10,48500,1,11
2019,201901,135274,2019000509573,18266.4,2019001352741,376506,1,2,16873.2,3,0,1,36,1,1,100,1,100,7,71,1,10,150000,1,11
2019,201901,135584,2019000512700,14086.8,2019001355841,372506,1,4,13158.0,0,0,1,25,6,1,100,0,0,11,114,1,10,6000,1,11
2019,201901,135739,2019000514152,10062.0,2019001357391,591206,1,1,10062.0,1,0,2,64,4,6,600,0,0,7,71,1,10,43000,1,11
2019,201901,135739,2019000514152,10062.0,2019001357391,591206,1,2,10062.0,0,0,1,26,6,6,600,0,0,8,81,1,10,25000,1,11
2019,201901,135739,2019000514152,10062.0,2019001357391,591206,1,4,14086.8,0,0,2,51,1,6,600,0,0,6,63,1,10,20000,1,11
2019,201901,135739,2019000514152,10062.0,2019001357391,591206,1,5,9907.2,0,0,1,28,6,6,600,0,0,10,101,1,10,87000,1,11
2019,201901,136048,2019000517306,9597.6,2019001360481,830306,1,1,9597.6,3,1,1,41,1,1,100,0,0,10,101,1,10,145000,1,11
